quantile,gross_sharpe,net_sharpe,net_ann_pct,max_dd_pct,avg_gross_util,names_per_side
10%,1.5444994906454035,-1.0045834206974644,-4.0867363936697645,-34.79961687899098,1.0,79
5%,1.602779389969414,-0.4153332852106233,-2.1054804879071867,-21.40099001491832,0.9864884253702244,40
3%,1.576084366249749,-0.05176211545889139,-0.2780650101366673,-15.514419693300031,0.8438131022772315,24
2%,1.728217521038023,0.3780910888055894,1.8914050171248193,-6.930476676740671,0.6533361559682156,16
