variant,net_sharpe,net_ann_pct,max_dd_pct,positive_years,pct_days_traded
ensemble | equal | no-gate (HEADLINE),0.3780910888055894,1.8914050171248193,-6.930476676740671,8/10,100.0
ridge | equal | no-gate,-0.19692600533258656,-0.9198443052827205,-16.241197559423536,3/10,100.0
HGB | equal | no-gate,0.33170179956417256,1.8899425244005195,-11.956008441112898,7/10,100.0
ensemble | inverse-vol | no-gate,0.2486770113387195,1.1462576061476422,-6.526180739582877,6/10,100.0
ensemble | equal | dispersion-gate,0.1300386671382498,0.5420583121494721,-8.516558805512553,7/10,49.50298210735586
