window,days,net_return_pct,ann_sharpe,max_dd_pct
2018 Q4 selloff,63,1.1582228588645105,1.0701039086841375,-1.2752396335878546
2020 Q1 COVID crash,30,-0.8321861743855297,-1.207131779001913,-2.318716162604162
Full-year 2022 bear,251,4.152965072532,0.6844393098921655,-4.374561690723844
