sleeve,mean_ic,t_stat,hit_rate,n_days
reversal,0.022343790753899882,7.195821314809562,0.5805168986083499,2515
flow,0.013503461082400721,6.763541751900136,0.5693836978131213,2515
combined,0.024240687135834806,8.01903983481935,0.5916500994035785,2515
