step,net_sharpe,net_ann_pct,max_dd_pct,avg_names_per_side,delta_vs_headline
"0  reversal ensemble, quantile 2% (v1 headline)",0.3780910888055894,1.8914050171248193,-6.930476676740671,15.269781312127236,
1  concentrate to 1.25% tails = HEADLINE,0.7086940461470815,2.9458633812826758,-4.957269827456434,9.535429936305732,
L1  + flow blend (combined score),0.2095423275263357,0.9079661283115443,-8.181617735981106,9.429631114675221,-0.4991517186207458
L2  + cost-aware per-name selection,-0.3477809716203176,-0.16813749252906338,-2.7772720856576893,7.933467741935484,-1.0564750177673992
L3  + sector-neutralization,-0.4038728702201364,-1.4201526093974262,-17.056438784769867,9.527500996412915,-1.1125669163672178
L4  + vol-target overlay,0.6390297027413497,3.595235653579131,-6.653383000018842,9.535429936305732,-0.0696643434057318
L5  + inverse-vol weighting,0.6803217476666961,2.5969334818256904,-3.8713671648610837,9.535429936305732,-0.02837229848038547
"F  FRONTIER (pure HGB, 1% tails)",0.8044911592604471,4.967298801866562,-9.30786205641746,7.680138099106417,
