quantile,gross_sharpe,net_sharpe,net_ann_pct,max_dd_pct,avg_gross_util,names_per_side
2%,1.728217521038023,0.3780910888055894,1.8914050171248193,-6.930476676740671,0.6533361559682156,16
2%,1.7755806756303998,0.5886069798386357,2.6599616083024418,-5.609819299241192,0.5200327154463064,12
1%,1.80656019611776,0.7086940461470815,2.9458633812826758,-4.957269827456434,0.4434805472216794,10
1%,1.6855250870256508,0.6846390958314884,2.5082455530851258,-4.311321656504541,0.3627573505009784,8
1%,1.3993364716035097,0.5748072519950213,1.8470673887969322,-4.74075268226991,0.2867196545886845,5
0%,0.7930121952682231,0.3771801722388669,0.9797604140967604,-5.764439586378978,0.2713985802405525,1
