AUM,net_ann_ret,net_ann_vol,net_sharpe,gross_sharpe,max_drawdown,daily_turnover,avg_gross_util,frac_days_full_gross,frac_days_traded,avg_max_pos_pct_adv,comm_bps,slip_bps,borrow_bps,avg_names_per_side
50M,0.04945727391625155,0.06688505610956588,0.7394368307807726,2.095053553384512,-0.11757831509023353,0.880069065116054,0.880069065116054,0.7414829659318637,0.9920477137176938,0.049485481738956394,0.880069065116054,2.6402071953481623,0.10900585274602377,8.725851703406814
250M,0.04967298801866562,0.061744603961004396,0.8044911592604471,1.9025389510025634,-0.0930786205641746,0.6715984579494138,0.6715984579494138,0.40048740861088544,0.9789264413518887,0.04999999982794443,0.6715984579494138,2.0147953738482416,0.07097601141224796,7.680138099106417
1000M,0.0018431014771323419,0.037742984094373426,0.04883295588191461,0.588275577383638,-0.10026700219771167,0.3397765151448414,0.3397765151448414,0.09945130315500686,0.5797216699801193,0.04999999992963131,0.33977651514484153,1.0193295454345244,0.0333431024287754,4.906035665294924
